"","ko_id","add_backB","add_backC","pFe19A","pFe19B","pFe19C","pFe21_9A","pFe21_9B","pFe21_9C"
"K00416",5.53240994740666,5.23792291183875,4.80762406048475,5.35359478239972,5.50478743568787,5.31041774311735,7.5194922604747,7.51984085328074,7.46446403708109
"K00372",3.3242427715984,3.3242427715984,3.3242427715984,3.72477274110372,3.74927228830759,3.66719558732961,5.8252615636946,5.60851889514513,5.76251744123399
"K21444",6.34552043963727,6.74235991187034,3.3242427715984,6.51080990061313,6.54515175687239,6.96581029482398,6.62130199533944,6.77805272473098,6.26926032967925
"K11446",9.21134935000915,8.96227409359269,12.2195495352778,8.77417420304925,8.60146475429008,8.67510048986721,9.29664053632231,9.3577779745341,9.46535108995435
"K09507",7.2835206314021,7.41744002120659,10.3213494514263,6.82220995023323,6.71877325232811,6.73696801537068,7.69669645774809,7.70086012740985,7.63645985064313
"K14826",9.10215731255552,9.21856041082635,11.2768693848893,9.03689200558816,9.00354290647497,9.10587761727768,7.77208064748749,7.84459641504875,7.70429727680773
"K20854",6.79708715444733,6.63902579538541,3.3242427715984,6.65273208453079,6.41626537058722,6.39640419749873,6.62130199533944,6.62601466705264,6.57641146696081
"K11274",6.40564460160086,6.47501079115647,6.94504651453381,8.46856462184755,8.47393821514182,8.35731256684506,9.1546336784638,8.87171159545054,8.94040353793931
"K08825",8.12333752910629,8.28224466408715,11.3034971397359,8.05714753305145,8.08897555101318,8.06698781126149,7.98682660941184,7.97004176882104,7.8310558338526
"K02537",5.09360591977132,5.33461736687748,3.3242427715984,6.44718117502283,6.81243436561378,6.61550721245836,6.34249466710816,6.19054806408837,6.12013830871928
"K03426",8.38633050749957,8.25939234979397,5.34612319466355,8.09047493902941,7.60143951244856,7.48598129860995,8.31591467527412,8.72485182179035,9.06866196073552
"K01187",6.42512643721457,6.22682497507239,3.3242427715984,6.05962187078298,6.18876526280932,6.16018754879018,6.84326707712911,6.96888011513614,6.59254977237055
"K00036",5.73855206461631,6.0018302047843,3.3242427715984,6.58355397337337,6.6184790704993,6.53728269215184,6.64637395216877,6.76598771273848,6.42219274054563
"K10807",10.2954504717815,10.2686901038979,10.5046465086365,9.67570978894382,9.8318169595537,9.14988372268578,11.8495134454853,11.7090582639007,12.2735486494957
"K09522",6.2391868898028,6.30449961294546,3.3242427715984,6.76620757777956,6.8293278999762,6.81985633953659,5.953612102482,5.79126513554564,5.90122654708303
"K03283",12.8554690642847,13.156000449366,15.5627872386989,12.5878134187754,12.6814396953719,12.6640802501302,12.2640168099514,12.124286601451,11.9335486790944
"K12893",5.70633279187264,5.84252863979227,5.34612319466355,5.05915787185083,5.07431728635596,5.12002500029539,7.39280549951779,7.49824189920117,7.43811846720858
"K10756",6.40564460160086,6.42044483351857,6.01576111355785,8.18413378714312,8.40846857708714,8.2180790265006,8.57068509111463,8.55784135687042,8.47284583184405
"K11547",5.67331985018982,5.70945243428153,5.72241312259111,7.4818007402429,7.66522309679724,7.39598928494053,8.03937337870823,8.10457052406574,8.06103608705819
"K16617",4.38683984547031,4.52365808857465,4.80762406048475,5.90511103614339,5.87281636044421,5.93165535311574,6.65874516503592,7.04057969817348,7.30832952014712
"K20216",5.77001731230328,5.88413098098733,5.34612319466355,5.09556107367142,5.09470975851036,5.17042582043693,7.40014528839715,7.49824189920117,7.43811846720858
"K21770",5.0398781586389,5.16905603921393,3.3242427715984,6.40086252341783,6.36276582566859,6.2174954920503,6.529869565457,6.378049216813,6.28931681945742
"K18710",3.80799564389737,3.73428029734442,3.3242427715984,5.41063819065013,5.5620120987221,5.39582135894864,6.10794527005674,5.93034022650199,5.64026213699006
"K01194",5.41583837418738,5.36527962564404,3.3242427715984,6.11852371808145,6.57895529692361,6.36644969863743,6.43208996120194,6.57147350147491,6.50994588169258
"K01755",6.53666612874852,6.70874615033081,3.3242427715984,6.51701737196644,6.55197758627467,6.52831712475289,5.63266132723514,5.83922284974358,6.0744110741186
"K00821",6.75176787320209,6.44799265509642,3.3242427715984,6.50457494692959,6.53140014326109,6.2062214017007,6.29545122978088,6.20867468375805,6.60850570178495
"K06999",6.62331277294362,6.44799265509642,3.3242427715984,6.48570267164882,6.44594492602826,6.45446023500293,6.29545122978088,6.39391084554179,6.59254977237055
"K20640",3.80799564389737,3.3242427715984,5.72241312259111,5.53048064256268,5.53371130956514,5.58752477347249,5.93304156306061,6.24423437546193,6.26926032967925
"K02923",7.30450600621928,7.61675328390273,9.52420374858702,6.90933985939456,7.07545303876483,7.51776205544894,6.48879318486941,6.17218183270582,6.02711687682928
"K11790",4.27878105553181,4.31256976608999,3.3242427715984,5.16525708966742,5.41395844367116,5.75490261427697,6.34249466710816,6.19054806408837,6.14244735462138
"K03016",6.32489137988551,5.98290279345344,8.91300289887961,6.00705173792065,6.24073397083799,6.18339518545115,5.63266132723514,5.32889746381604,5.90122654708303
"K02917",9.43400029129002,9.39827269343319,10.6672569491026,9.05808373894202,9.34698645725475,9.26106183403836,7.88084365214019,7.71340299717155,7.48176252567195
"K11068",6.4820013811683,6.27394684950588,3.3242427715984,6.64143499426884,6.2826073449566,6.49187311066328,5.91215678292059,6.20867468375805,6.44018710023623
"K10751",5.63947018941532,5.84252863979227,4.80762406048475,7.00905967807528,7.01288080586634,7.02405414187915,7.69669645774809,7.66901508976763,7.54071478311165
"K03438",6.76703572564299,6.25841590227117,3.3242427715984,6.04232053325773,6.22362584046602,6.10040952994984,6.34249466710816,6.47063645626425,6.34781432470055
"K02894",10.7011598867163,10.4066783266656,11.5119454699109,9.54374069504766,9.74540374452324,9.92125813956562,8.73885460528687,8.47200469244104,8.68138373923989
"K12390",6.02452460929904,6.21075659518707,7.50186511556258,5.14820093462279,5.49008236856796,5.01248781657806,7.60449310024458,7.31262394209315,6.8686627503058
"K13761",6.30395342564309,6.30449961294546,3.3242427715984,6.18290689404156,5.79277994531575,5.81641521733941,6.23015447378049,6.22656807851626,6.82848331147356
"K04512",5.0398781586389,5.09611996401737,3.3242427715984,6.07670883646529,6.05935276199355,6.07575582517716,6.03294043673877,6.44044728127538,6.42219274054563
"K14429",5.19443744453924,5.4244908864747,8.32263948460731,5.61666334449055,5.33306455069923,5.01248781657806,5.52481524775851,6.03631039383473,6.0509668187795
"K00237",4.48332380138496,4.31256976608999,4.80762406048475,4.36465938589194,4.42587655201271,4.0841020512048,6.26318502253006,6.45562291694041,6.36678225192324
"K05868",4.38683984547031,4.52365808857465,3.3242427715984,5.85613409749115,5.74482474546766,5.7230606166781,6.16164366792508,6.09618307243268,6.00284630344524
"K21771",4.38683984547031,4.52365808857465,3.3242427715984,5.85613409749115,5.74482474546766,5.7230606166781,6.16164366792508,6.09618307243268,6.00284630344524
"K07583",6.73633383601101,6.73124367845342,3.3242427715984,5.76325921149528,5.76901550529342,5.81641521733941,5.73241004108535,6.01576052286424,5.76251744123399
"K03238",9.65354927247883,9.57664049453147,11.5788708142202,8.88862349619916,9.21394054285792,9.2796662829879,8.44184982620639,8.36889934408468,8.45984190674955
"K05941",6.32489137988551,6.1614060270608,3.3242427715984,6.03358770565281,6.01002937598831,6.16018754879018,6.16164366792508,6.31274280855569,6.70063461952286
"K18408",6.51867927090027,6.62706418652709,3.3242427715984,5.95239040084538,6.24073397083799,6.10040952994984,6.10794527005674,6.01576052286424,6.12013830871928
"K10151",7.3455756467679,7.3174609012456,6.25733923245012,8.81583329320267,8.79031222235105,8.55145344757048,8.99468201440988,8.95577945579109,8.87988063870905
"K12655",5.83082940829706,6.09274857897107,3.3242427715984,5.95239040084538,5.82766124844492,6.14843651939109,6.55660326065029,6.27890897031022,6.56008647614122
"K08991",4.79646444805843,4.7490243359204,6.94504651453381,6.34598333960552,6.37826087549975,6.50107292158794,7.37801212284049,7.28763413735597,6.99494518583258
"K03403",4.15455128690748,3.90220448056857,5.34612319466355,6.00705173792065,6.16203359621359,5.67383430021877,4.7276772892469,3.75659579028965,3.79192809380068
"K10293",6.09983897400103,6.33439848965086,3.3242427715984,5.924219511744,6.24920986949218,6.26170040943593,6.0135336765931,6.48549140973694,6.36678225192324
"K00249",6.09983897400103,6.09274857897107,3.3242427715984,5.94306441951357,5.91652102148895,5.65701443681684,6.34249466710816,6.45562291694041,6.54357033268719
"K15694",5.94484738974925,5.86348891120084,3.3242427715984,6.13490204813137,5.92723188163864,5.83136595411291,6.34249466710816,6.24423437546193,6.68569039733252
"K04482",4.48332380138496,4.64243096009029,4.80762406048475,6.71330358698796,6.48932109467973,6.37650583308921,6.65874516503592,6.58530756725505,6.56008647614122
"K02324",6.36584984690959,6.51458928495895,7.19432305481229,8.15292944141173,7.94237838717336,8.19022850818039,8.68594808699092,8.96889115761656,8.78925280856681
"K00856",7.15069907169864,7.0408683826344,6.01576111355785,7.16248083800625,7.24404719649814,6.96581029482398,5.20802702298758,5.05901562367179,5.18539388595069
"K11959",4.00524213135329,4.13631746077298,4.80762406048475,3.3242427715984,3.99271062842623,3.80812283725189,5.99384907414917,5.01510728133458,6.02711687682928
"K02898",10.1413395082772,9.64869430354972,10.446097698372,8.80208029291471,8.98495689703613,9.08336040117175,8.12584653070759,7.8559498504708,7.80383794955033
"K20068",10.1413395082772,9.64869430354972,10.446097698372,8.80208029291471,8.98495689703613,9.08336040117175,8.12584653070759,7.8559498504708,7.80383794955033
"K06101",4.98362629595967,5.23792291183875,3.3242427715984,5.77389934814239,5.72019105165004,5.49518582388831,6.23015447378049,6.378049216813,6.40396473512777
"K14843",6.53666612874852,6.69736196892654,7.07512191097848,6.32483615664686,6.17991176967567,6.56384228855856,4.8795212976921,4.76672716691189,4.53151234425184
"K01079",6.50045976995845,6.22682497507239,3.3242427715984,6.14301915188522,6.20630479106413,6.22867896225356,5.68346570716948,5.63620597632242,5.73298255486148
"K18449",10.1500263985089,9.66036090765748,10.4579991101271,8.81956144648049,9.00231126646786,9.10140222045758,8.1346538337715,7.89499519790674,7.8310558338526
"K02876",6.14786036643681,6.0018302047843,3.3242427715984,6.23689295799358,6.25763452613768,6.38649031878161,5.953612102482,6.20867468375805,5.73298255486148
"K16616",5.88903076137137,6.37808195693433,8.60564891960646,5.80532566072904,5.85042644155883,6.03792928494632,5.55261409480465,5.46063520139358,6.16440295009634
"K15076",9.07199310722349,9.21460878760408,10.8040861211755,9.14779541043713,9.29462818118904,9.4299933627422,7.90679536796632,7.95428681413673,7.86436893754444
"K14497",5.45586640299898,5.84252863979227,3.3242427715984,5.13090483502507,5.44494548936948,5.93165535311574,6.43208996120194,6.07651274907462,6.40396473512777
"K02868",9.06588378640623,9.21064630473936,10.8040861211755,9.13588577913022,9.2835189881497,9.42761211599131,7.90164236806063,7.95428681413673,7.87093989696973
"K02936",9.27628183895245,9.3504571880087,10.5498326191192,8.76389105277161,8.96486408753577,9.11922105277722,7.83291613356478,7.64302052113725,7.73344823509728
"K17697",9.27628183895245,9.3504571880087,10.5498326191192,8.76389105277161,8.96486408753577,9.11922105277722,7.83291613356478,7.64302052113725,7.73344823509728
"K17966",7.90088297787242,7.89920684893123,4.80762406048475,6.83215905784105,6.80675823063122,7.01769890873148,7.4434115089827,7.35332787290269,7.58938575127275
"K07025",6.28269688802433,6.27394684950588,3.3242427715984,5.924219511744,6.07859823701614,6.18339518545115,6.0135336765931,5.99489889733037,6.22826057178109
"K06694",6.4443416421232,6.05709764973238,3.3242427715984,5.90511103614339,5.92723188163864,5.94539891164194,6.14397444688173,6.17218183270582,6.12013830871928
"K11649",9.28682522707689,9.35584899355879,10.5498326191192,8.77928839373159,8.97870792603183,9.13097909140083,7.87033034754663,7.66901508976763,7.74780480448635
"K19984",8.9545536430816,9.01093955219012,10.4815113539602,8.32726049119034,8.5702100738017,8.69900089008998,7.86504471874689,7.46892766506231,7.46446403708109
"K22218",6.14786036643681,6.0018302047843,3.3242427715984,5.7417234899071,5.85042644155883,6.1365850289753,6.38800790801537,6.11557737457507,6.16440295009634
"K20780",5.41583837418738,5.5874848605247,3.3242427715984,5.54314267303963,5.61685594957476,5.83136595411291,6.44648165366202,6.34577689168068,6.24891123366784
"K16679",4.38683984547031,4.45847409015247,3.3242427715984,5.78445622637256,5.70770262873328,5.51418020980596,5.93304156306061,5.97371545262047,5.81971515807152
"K06207",4.27878105553181,4.22928983178755,4.80762406048475,5.7198373267133,5.9897939134245,5.77054552329325,3.3242427715984,3.93343690147406,4.24786044330778
"K00761",5.45586640299898,5.9044648741672,3.3242427715984,6.15911213123196,6.33125164666678,6.27253597273089,6.05207742886781,5.81545627881317,6.0509668187795
"K11729",6.17126103908249,6.1614060270608,3.3242427715984,5.97999330879047,5.9692556935271,5.70685201064403,6.14397444688173,6.26167945624077,6.16440295009634
"K06712",5.86024154853631,5.39522548967623,3.3242427715984,5.90511103614339,5.86166749194662,5.88957505692818,6.48879318486941,6.09618307243268,6.20729895315794
"K02321",6.2611116012172,6.25841590227117,5.72241312259111,7.36384432017035,7.44299117577025,7.70285964089924,8.1346538337715,8.21442875500583,8.04369953196258
"K02210",8.82307278415306,8.88480645479986,8.98059135634524,10.2920729227516,10.4039374464759,10.3568988141902,11.0714207172454,11.0141771922674,10.8236431301711
"K06676",4.7264609982884,4.97774672460432,3.3242427715984,5.76325921149528,5.65655024464706,5.73907586666994,6.16164366792508,6.19054806408837,6.02711687682928
"K03954",3.80799564389737,3.3242427715984,3.3242427715984,5.29388823636051,5.09470975851036,5.01248781657806,5.60651288341479,5.42894027579166,5.23012938889262
"K20794",5.70633279187264,5.94424582809878,5.72241312259111,7.50054972718572,7.65269110456235,7.75707880054842,7.5853197439654,7.79826390983485,7.40222026395547
"K02962",7.22966961071008,7.20197399206134,8.84208868444686,6.79702789293119,6.95770153936796,6.82715703542638,6.14397444688173,5.88554329746255,5.79141891265069
"K04324",7.22966961071008,7.20197399206134,8.84208868444686,6.79702789293119,6.95770153936796,6.82715703542638,6.14397444688173,5.88554329746255,5.79141891265069
"K10750",7.3455756467679,7.47821346340813,6.46315036897825,8.36348169799827,8.4898509908603,8.53826363407607,9.07915584623099,9.08423216696793,9.03692201307698
"K10361",4.5709792920049,4.45847409015247,3.3242427715984,5.64029058938304,5.50478743568787,5.33230974241856,5.953612102482,6.20867468375805,5.81971515807152
"K00695",6.09983897400103,6.09274857897107,3.3242427715984,5.94306441951357,5.91652102148895,5.65701443681684,6.10794527005674,6.22656807851626,6.16440295009634
"K06677",3.3242427715984,3.73428029734442,5.34612319466355,5.45182413187457,5.34965688265103,5.62272402480467,5.57983827213475,5.71597491302402,5.84743243782587
"K02896",11.1123677925591,10.9499388099455,12.103119418306,10.754361663871,10.8618684955212,10.7541547814249,9.49756605582926,9.43538444257046,9.41685952057847
"K11252",8.31080078108802,8.84445326471035,9.43065527852885,9.7518010087323,9.88155213739559,10.080530371959,10.8048696841774,10.7732249996166,10.9857736493176
"K02684",4.7264609982884,4.89168102178113,4.80762406048475,6.57763323170079,6.53829271990043,6.56384228855856,6.84326707712911,6.63932719123608,6.57641146696081
"K16733",4.7264609982884,4.89168102178113,4.80762406048475,6.57763323170079,6.53829271990043,6.56384228855856,6.84326707712911,6.63932719123608,6.57641146696081
"K03654",8.39122771297535,8.29728047730708,7.30434310889011,7.64232256316936,7.69608270756304,7.78343975686334,9.53625860865488,9.51440142044384,9.60371926483701
"K14805",6.19427372663145,5.9637106298494,3.3242427715984,6.15911213123196,5.92723188163864,5.95900581019986,5.63266132723514,5.95219960743711,6.20729895315794
"K08272",9.32056836249954,9.37544823611435,10.57190575531,8.81956144648049,9.03158403473444,9.1613953268216,7.95235968210776,7.76250697817067,7.86436893754444
"K15627",6.2611116012172,5.5874848605247,3.3242427715984,5.6285294696531,5.61685594957476,5.75490261427697,5.91215678292059,6.40959506954079,5.92734775756121
"K17422",6.2611116012172,5.86348891120084,3.3242427715984,6.05962187078298,6.06900905210767,6.1365850289753,5.46738350796181,5.71597491302402,5.87459526181758
"K15422",3.3242427715984,3.3242427715984,3.3242427715984,3.3242427715984,3.3242427715984,3.3242427715984,5.09507934526149,5.18193065954307,5.09074676678863
"K14191",4.48332380138496,4.64243096009029,6.25733923245012,5.13090483502507,5.22867616781829,5.14548381702862,3.91589764275173,3.3242427715984,3.79192809380068
"K14811",6.17126103908249,5.88413098098733,6.01576111355785,5.91469870387109,6.13477670782533,6.27253597273089,4.25031922455403,4.51740638499986,4.12743602263393
"K07374",10.1514691409982,10.179284129525,9.8474338918907,11.9137303230025,11.9732665047132,11.8001851129081,11.8300144924318,11.8425071934298,11.6429809562477
"K02968",5.77001731230328,6.05709764973238,3.3242427715984,6.16708913235828,6.18876526280932,6.01212191790258,5.80264018609274,5.39644990133891,5.31508017953496
"K14303",4.86231462576716,4.93550965815532,4.80762406048475,6.79702789293119,6.56553092581401,6.45446023500293,6.75400549873623,6.65251553618962,6.6242834142829
"K14165",5.94484738974925,5.68593485488425,3.3242427715984,5.80532566072904,5.8161337168379,5.99903432012478,6.19632117975645,6.03631039383473,6.14244735462138
"K06062",5.73855206461631,5.86348891120084,3.3242427715984,5.93367443316322,6.33125164666678,6.12463127686879,5.93304156306061,5.76663300491322,5.57465723832014
"K12190",5.80076513589024,5.73256458305578,3.3242427715984,5.97085396588609,6.2826073449566,6.08813767283543,5.46738350796181,5.22031823857717,5.09074676678863
"K00145",6.42512643721457,5.9637106298494,3.3242427715984,5.82587807499506,5.82766124844492,5.84615365586893,5.89094749155622,5.66332850305892,5.76251744123399
"K02920",8.57459906958381,8.6297201882063,10.0653827642892,8.08635098863317,8.23465845237216,8.21255186626512,7.27793975482708,7.36929087265581,7.24888914661489
"K21433",6.19427372663145,5.94424582809878,3.3242427715984,5.73082497197939,5.64344994231963,5.75490261427697,6.08957262839896,6.01576052286424,6.00284630344524
"K00107",8.34148969252186,8.73833206197861,8.097418507011,7.07325811123947,7.08015448901629,7.18007306671095,9.0700106111023,9.22201740635064,8.94040353793931
"K11778",4.5709792920049,4.31256976608999,7.07512191097848,4.29033826415225,4.74393825720906,4.43660924930903,5.01350401626013,4.64949643506596,4.24786044330778
"K09518",6.93848947685132,6.91912078576358,6.01576111355785,7.86344403476252,7.88464747427722,8.08222498184419,8.53788231985509,8.53685691056712,8.45984190674955
"K02115",4.79646444805843,4.64243096009029,3.3242427715984,5.94306441951357,5.9897939134245,5.8012975916725,4.7276772892469,4.58560051707588,4.24786044330778
"K04802",9.71923643364073,10.08288518153,10.8409094144313,11.6580397780012,11.7392714487308,11.9803206485478,11.9857902692826,11.8925432972371,11.937069054491
"K20493",6.05008918994892,5.13313064265057,7.8302780626183,6.21401216214894,5.9897939134245,7.25752008506102,7.4434115089827,7.07023762373161,7.24888914661489
"K18534",6.09983897400103,6.39234556503861,8.80527878665789,6.12673710016224,6.1975626930402,6.19485515756492,6.12607705083673,6.07651274907462,6.24891123366784
"K00147",5.77001731230328,5.66199632517561,3.3242427715984,5.97999330879047,6.10697270301309,6.17183986913192,5.43769014609594,5.71597491302402,6.0509668187795
"K06058",5.19443744453924,4.93550965815532,3.3242427715984,5.53048064256268,5.5193291165819,5.7230606166781,6.41754925878441,5.95219960743711,5.76251744123399
"K01805",5.09360591977132,5.13313064265057,3.3242427715984,5.23122545406685,5.53371130956514,5.37499838794382,6.32698873308882,6.22656807851626,5.73298255486148
"K10862",5.37453050621997,5.13313064265057,3.3242427715984,5.64029058938304,5.6823710663224,5.83136595411291,5.953612102482,5.90812557973105,6.34781432470055
"K06669",7.76396177459202,7.78106268426992,9.40628822731609,8.74702284149083,8.76729101972722,8.74373074913515,10.0790111233508,9.86085540610005,9.92065806784529
"K14207",8.03843802826274,8.05337108868668,8.26955094224309,7.68935421128012,7.77623587885997,7.50875348499683,9.73590859805886,9.57223567609274,9.40786496976006
"K04728",6.73633383601101,6.66264966223322,4.80762406048475,6.40086252341783,6.33125164666678,6.35632084979715,7.41471300777193,7.60312412521882,7.62872060967529
"K02987",10.9943288719945,11.1901718497893,12.6383133068101,11.0846823322979,11.2690323315464,11.2718522593053,9.99696639410949,9.95608391050496,9.9190764610401
"K02690",9.03494270348869,8.22441896333539,8.72871249801962,7.05641909773374,7.31347939261687,8.60725374981754,7.01616337773768,6.67852897962154,7.34662771081069
"K13464",11.2317404496099,11.1632663550661,11.8557099481213,9.73873872534375,10.0230505046035,9.80774336832408,9.72284161863031,9.63608077296023,9.49962091718238
"K01845",5.28768852084279,4.79862774081995,4.80762406048475,6.65273208453079,6.68818797887541,6.39640419749873,4.61321262495851,4.76672716691189,5.04051279905164
"K00327",8.80117074812831,9.06241997378071,8.80527878665789,8.63863253109387,7.63687068469947,7.87732425429307,9.78143306243641,9.79024520369721,10.2219889240494
"K05928",6.09983897400103,6.65088705328298,8.91300289887961,6.23689295799358,6.32326093353801,6.25077998246292,6.40285634414645,6.39391084554179,6.42219274054563
"K15692",5.45586640299898,5.70945243428153,3.3242427715984,5.14820093462279,4.98910029685913,4.95485606277979,6.08957262839896,5.93034022650199,6.12013830871928
"K15504",6.19427372663145,5.92450012880133,3.3242427715984,5.66350566542928,5.64344994231963,5.69044499413658,6.0135336765931,5.90812557973105,5.92734775756121
"K20179",5.67331985018982,5.9044648741672,3.3242427715984,5.80532566072904,5.90572548000568,5.75490261427697,5.97387817168372,6.22656807851626,5.81971515807152
"K01586",6.17126103908249,6.31952897949405,3.3242427715984,5.56810703707606,5.78095001543216,5.70685201064403,5.46738350796181,5.46063520139358,5.64026213699006
"K21398",5.60473693184445,5.66199632517561,3.3242427715984,5.60469017494048,5.7325643435475,5.78600907780764,6.05207742886781,6.09618307243268,6.16440295009634
"K02918",8.85885241594097,8.7438278691084,9.52420374858702,8.42516401474058,8.59166790819141,8.57101447180575,7.1874281125533,7.14643818914454,7.17626777299356
"K02997",10.825662550164,10.404078736963,9.61205190134077,10.0707320709073,10.2042411639771,10.2080859253204,8.49750686406933,8.5716630786612,8.78230736999265
"K14994",8.08151391826379,8.07098279839676,8.32263948460731,7.69207338090298,7.80198965870954,7.54445314549417,9.73301503848599,9.57909086944215,9.41236925780697
"K06627",5.2419298506137,5.33461736687748,6.25733923245012,6.89043384864553,6.93709427486863,6.9458542162244,7.42913410074813,7.59636555123758,7.23873778269576
"K02893",10.2368546874291,10.3420523523683,11.4655390461372,10.2466606521029,10.4348411379766,10.3933471006623,9.07230236422502,8.9818846747322,8.85361691356085
"K17276",5.67331985018982,5.50852301898711,3.3242427715984,6.19074871936425,5.8390915839903,5.75490261427697,5.75622900728546,6.03631039383473,5.92734775756121
"K09398",4.98362629595967,5.09611996401737,3.3242427715984,5.69758833107678,5.53371130956514,5.90374649234359,6.07095236735795,6.01576052286424,5.79141891265069
"K11372",4.98362629595967,5.09611996401737,3.3242427715984,5.69758833107678,5.53371130956514,5.90374649234359,6.07095236735795,6.01576052286424,5.79141891265069
"K09478",5.94484738974925,5.73256458305578,3.3242427715984,5.88573111314805,5.92723188163864,5.81641521733941,5.80264018609274,5.60851889514513,6.16440295009634
"K00999",5.53240994740666,5.39522548967623,3.3242427715984,5.68632370689143,5.94840506373507,5.77054552329325,6.10794527005674,5.76663300491322,6.14244735462138
"K20865",8.45342085781575,8.06660004206271,6.01576111355785,8.07390773642856,7.58833544263626,7.13971673222375,8.12142258212096,8.35297670379506,8.91522923851392
"K11492",4.27878105553181,4.22928983178755,6.01576111355785,5.75253440767309,5.78095001543216,5.67383430021877,6.46072743607784,6.378049216813,6.42219274054563
"K20793",8.35157568174037,8.44297044407121,8.097418507011,8.01870751605944,7.98295485141294,7.82027856657842,9.75885043724417,9.61955153052159,9.95502173591392
"K02540",9.04429495349233,9.30286389688882,9.56879660732774,10.7971987511789,10.8797463642466,10.7692764047659,11.2505201771709,11.1178373876422,10.9797175336561
"K03789",6.05008918994892,5.70945243428153,3.3242427715984,5.81564085635248,5.36603663386524,5.49518582388831,5.75622900728546,5.36311881843599,6.24891123366784
"K08735",5.37453050621997,5.36527962564404,5.34612319466355,6.68058629372026,6.65692732097745,6.59849476332384,7.37801212284049,7.28763413735597,7.19739590928455
"K21843",5.94484738974925,5.75528593384144,3.3242427715984,5.49174427810813,5.74482474546766,5.55136310217993,6.03294043673877,5.97371545262047,5.97813927736431
"K13111",5.88903076137137,5.70945243428153,3.3242427715984,5.97999330879047,5.8948438355075,5.86078203827945,5.93304156306061,5.79126513554564,5.84743243782587
"K14538",5.49469846788397,5.4244908864747,7.90185807978721,5.68632370689143,5.39818186698777,5.58752477347249,5.31157013873829,5.22031823857717,5.13898286959012
"K02717",6.09983897400103,6.02050039909347,3.3242427715984,5.58041422527918,5.61685594957476,6.06326191258644,5.60651288341479,5.66332850305892,5.35551169957325
"K01052",6.70495219177868,6.83867050325982,5.72241312259111,6.4920215880104,5.66952307564754,5.62272402480467,7.35553155318177,7.50547775837853,7.90974710931182
"K07001",5.99847604229752,5.79961074349922,3.3242427715984,5.47857296357273,5.46016569891325,5.67383430021877,6.03294043673877,5.93034022650199,5.92734775756121
"K20099",7.32518810909928,7.33948044694312,8.87798185757425,6.95098176947494,7.10804251061567,7.05541224762171,6.37300052917515,6.22656807851626,6.00284630344524
"K00114",4.79646444805843,4.7490243359204,5.34612319466355,4.20881284234713,4.38755197999875,3.80812283725189,6.12607705083673,5.05901562367179,6.34781432470055
"K05663",5.99847604229752,5.79961074349922,3.3242427715984,5.54314267303963,5.5193291165819,5.37499838794382,5.97387817168372,6.05655809230346,5.81971515807152
"K00052",7.05475385260763,6.86937525061651,4.80762406048475,6.9326244880784,7.04210179209748,6.98549062211008,5.60651288341479,5.60851889514513,5.84743243782587
"K21805",6.07518819680517,5.33461736687748,3.3242427715984,5.81564085635248,5.8390915839903,6.08813767283543,5.20802702298758,5.42894027579166,5.64026213699006
"K18369",5.53240994740666,5.23792291183875,3.3242427715984,5.85613409749115,5.74482474546766,5.62272402480467,5.73241004108535,5.83922284974358,6.22826057178109
"K01288",5.49469846788397,5.01852130763631,3.3242427715984,5.32409155987543,5.36603663386524,5.70685201064403,5.84751157340513,6.13470359596221,6.02711687682928
"K01527",10.2902208552177,10.2753433254387,11.2150967566006,9.4681918416643,9.67450674908785,9.73161248294972,8.93043982346343,8.65841002114111,8.70728497361828
"K20184",8.87641458100395,8.76560388065064,9.52420374858702,8.44943673035768,8.609578211365,8.58390914519977,7.24568536881582,7.23630569180614,7.20784399647227
"K06889",5.99847604229752,5.73256458305578,3.3242427715984,5.6749634041483,5.97956324033574,5.93165535311574,5.89094749155622,5.66332850305892,5.43274022072676
"K02048",5.70633279187264,5.63762036181926,3.3242427715984,5.79493121830507,6.05935276199355,6.10040952994984,5.09507934526149,5.2937313736269,5.46969062229577
"K12162",5.70633279187264,5.63762036181926,3.3242427715984,5.79493121830507,6.05935276199355,6.10040952994984,5.09507934526149,5.2937313736269,5.46969062229577
"K02910",8.9143142620763,8.65619365646806,9.16619882124859,8.19183029752782,8.38785550959065,8.36231192903725,7.16171501535854,6.95833631570405,7.0069787079208
"K17433",8.9143142620763,8.65619365646806,9.16619882124859,8.19183029752782,8.38785550959065,8.36231192903725,7.16171501535854,6.95833631570405,7.0069787079208
"K06891",5.99847604229752,5.92450012880133,3.3242427715984,5.76325921149528,5.79277994531575,5.83136595411291,5.8252615636946,5.83922284974358,5.64026213699006
"K18757",5.83082940829706,5.92450012880133,3.3242427715984,5.76325921149528,5.60335653398955,5.75490261427697,5.80264018609274,5.79126513554564,6.0509668187795
"K20715",4.27878105553181,4.7490243359204,7.19432305481229,4.69296938621466,5.09470975851036,5.01248781657806,4.67199477189587,4.87262771604181,4.87562089365211
"K11840",5.33184902189184,5.48111019125965,3.3242427715984,5.1820807288462,4.68769867033273,4.52842870609458,5.80264018609274,5.58024134100163,6.12013830871928
"K03237",9.2360429597687,8.95991520138711,10.0179303111204,8.14105114537857,8.4195889439817,8.3295014423314,7.73777885649416,7.55513161418072,7.52411710913441
